Date,Temperature,Humidity,Pressure,Wind Speed,Rainfall,Weather Condition,Year,Month,Day,DayOfYear,Week,DayOfWeek,IsWeekend,Weather_Condition_Code,Dew_Point,Sin_DayOfYear,Cos_DayOfYear,Temp_Lag1,Temp_Lag7,Temp_Rolling7_Mean,Temp_Rolling30_Mean
2021-05-21,28.24,54.05,1008.87,18.46,0.0,Clear,2021,5,21,141,20,4,0,0,19.049999999999997,0.6564105761979381,-0.7544038410927472,28.38,24.28,29.651428571428568,27.031666666666663
2021-05-22,27.56,66.14,1013.37,6.99,0.0,Clear,2021,5,22,142,20,5,1,0,20.787999999999997,0.6433365204044917,-0.765583517007675,28.24,31.88,29.034285714285712,27.127666666666666
2021-05-23,30.67,76.43,1012.48,6.3,0.0,Cloudy,2021,5,23,143,20,6,1,1,25.956000000000003,0.6300720909843687,-0.7765366444428655,27.56,35.23,28.382857142857144,27.024333333333335
2021-05-24,28.05,75.12,1015.67,9.19,0.0,Cloudy,2021,5,24,144,21,0,0,1,23.074,0.6166212130956382,-0.7872599821916922,30.67,24.85,28.84,27.034666666666666
2021-05-25,31.76,71.77,1010.62,10.98,0.0,Sunny,2021,5,25,145,21,1,0,4,26.114,0.6029878670694714,-0.7977503570459932,28.05,31.33,28.90142857142857,27.29366666666667
2021-05-26,30.92,67.85,1001.34,7.56,0.0,Cloudy,2021,5,26,146,21,2,0,1,24.490000000000002,0.5891760872322963,-0.8080046647350754,31.76,27.65,29.368571428571432,27.605
2021-05-27,30.5,67.72,1009.83,11.5,0.0,Sunny,2021,5,27,147,21,3,0,4,24.044,0.5751899607119775,-0.8180198708443174,30.92,28.38,29.67142857142857,27.964
2021-05-28,28.54,62.42,1017.48,10.36,0.0,Clear,2021,5,28,148,21,4,0,0,21.024,0.5610336262283677,-0.8277930117131022,30.5,28.24,29.714285714285715,28.056666666666665
2021-05-29,29.77,75.15,1010.75,5.76,0.0,Cloudy,2021,5,29,149,21,5,1,1,24.8,0.5467112728685939,-0.8373211953118121,28.54,27.56,30.03,28.285
2021-05-30,34.21,69.26,1010.39,11.4,0.0,Sunny,2021,5,30,150,21,6,1,4,28.062,0.5322271388474397,-0.8466016020976267,29.77,30.67,30.535714285714285,28.724666666666668
2021-05-31,33.57,70.42,1017.88,13.31,0.0,Sunny,2021,5,31,151,22,0,0,4,27.654,0.5175855102531889,-0.8556314858488706,34.21,28.05,31.324285714285715,29.052333333333333
2021-06-01,29.0,63.44,1008.38,9.75,0.0,Clear,2021,6,1,152,22,1,0,0,21.688,0.5027907197793043,-0.8644081744776648,33.57,31.76,30.93,29.266333333333332
2021-06-02,32.61,44.64,1002.85,15.16,0.0,Cloudy,2021,6,2,153,22,2,0,1,21.538,0.4878471454423119,-0.8729290708206411,29.0,30.92,31.17142857142857,29.297666666666668
2021-06-03,34.86,75.57,1010.81,5.22,3.3074999999999997,Rainy,2021,6,3,154,22,3,0,3,29.973999999999997,0.47275920928627757,-0.881191653407483,32.61,30.5,31.794285714285714,29.48233333333333
2021-06-04,27.27,65.12,1010.0,11.14,0.0,Clear,2021,6,4,155,22,4,0,0,20.294,0.4575313760742512,-0.8891934772070711,34.86,28.54,31.612857142857145,29.501333333333335
2021-06-05,34.51,56.22,1006.03,5.33,0.0,Cloudy,2021,6,5,156,22,5,1,1,25.753999999999998,0.44216815196707204,-0.8969321743510065,27.27,29.77,32.29,29.595333333333333
2021-06-06,30.8,74.37,1011.33,5.47,0.0,Sunny,2021,6,6,157,22,6,1,4,25.674,0.42667408318992467,-0.9044054548343001,34.51,34.21,31.802857142857142,29.708000000000002
2021-06-07,34.9,60.65,1014.71,6.79,0.0,Sunny,2021,6,7,158,23,0,0,4,27.029999999999998,0.4110537546870351,-0.9116111071930239,30.8,33.57,31.99285714285714,30.05
2021-06-08,30.78,78.05,1012.33,5.91,3.3074999999999997,Thunderstorm,2021,6,8,159,23,1,0,5,26.39,0.3953117887649151,-0.9185469991587165,34.9,29.0,32.24714285714286,29.993
2021-06-09,27.59,75.86,1014.7,7.05,0.0,Cloudy,2021,6,9,160,23,2,0,1,22.762,0.37945284372454435,-0.925211078289358,30.78,32.61,31.529999999999998,29.927
2021-06-10,28.29,76.03,1023.64,8.2,3.28,Rainy,2021,6,10,161,23,3,0,3,23.496,0.36348161248290634,-0.9316013725767187,27.59,34.86,30.591428571428573,30.045333333333335
2021-06-11,33.79,51.69,1009.87,13.15,0.0,Sunny,2021,6,11,162,23,4,0,4,24.128,0.3474028211842774,-0.9377159910299093,28.29,27.27,31.52285714285714,30.249333333333333
2021-06-12,34.6,76.9,1013.48,7.81,0.0,Cloudy,2021,6,12,163,23,5,1,1,29.980000000000004,0.3312212278016865,-0.9435531242349544,33.79,34.51,31.535714285714285,30.546333333333333
2021-06-13,31.0,69.91,1009.29,4.42,3.3074999999999997,Rainy,2021,6,13,164,23,6,1,3,24.982,0.31494162072895193,-0.9491110448902284,34.6,30.8,31.564285714285713,30.770333333333333
2021-06-14,36.07,60.06,1006.51,15.07,0.0,Cloudy,2021,6,14,165,24,0,0,1,28.082,0.2985688173637202,-0.9543881083175908,31.0,34.9,31.731428571428573,30.91
2021-06-15,28.83,70.25,1009.17,6.19,0.96,Rainy,2021,6,15,166,24,1,0,3,22.88,0.2821076626819194,-0.9593827529490743,36.07,30.78,31.45285714285714,30.696666666666665
2021-06-16,34.05,47.4,1009.02,8.79,3.3074999999999997,Thunderstorm,2021,6,16,167,24,2,0,5,23.529999999999998,0.26556302780405594,-0.9640935007889755,28.83,27.59,32.37571428571429,31.003333333333334
2021-06-17,30.5,71.74,1014.58,11.03,0.0,Sunny,2021,6,17,168,24,3,0,4,24.848,0.24893980855376657,-0.9685189578512204,34.05,28.29,32.69142857142857,30.975666666666665
2021-06-18,32.4,56.03,1026.23,9.87,0.0,Sunny,2021,6,18,169,24,4,0,4,23.605999999999998,0.23224292400907015,-0.9726578145718654,30.5,33.79,32.49285714285714,31.134
2021-06-19,34.75,51.15,1007.49,14.77,0.0,Cloudy,2021,6,19,170,24,5,1,1,24.98,0.21547731504673012,-0.976508846196619,32.4,34.6,32.51428571428571,31.346333333333334
2021-06-20,31.94,51.42,1009.71,11.2,0.0,Sunny,2021,6,20,171,24,6,1,4,22.224000000000004,0.19864794288017112,-0.9800709131432666,34.75,31.0,32.64857142857143,31.46966666666667
2021-06-21,33.57,76.63,1011.59,6.13,1.11,Rainy,2021,6,21,172,25,0,0,3,28.896,0.18175978759137534,-0.9833429613388902,31.94,36.07,32.29142857142857,31.669999999999998
2021-06-22,38.11,56.03,1013.66,24.06,0.0,Sunny,2021,6,22,173,25,1,0,4,29.316,0.16481784665719793,-0.9863240225317866,33.57,28.83,33.61714285714286,31.918
2021-06-23,33.14,81.14,1013.61,9.85,0.0,Cloudy,2021,6,23,174,25,2,0,1,29.368000000000002,0.14782713347053048,-0.9890132145779883,38.11,34.05,33.48714285714285,32.08766666666667
2021-06-24,37.75,57.22,1019.04,8.45,0.0,Sunny,2021,6,24,175,25,3,0,4,29.194,0.13079267585675922,-0.9914097417023038,33.14,30.5,34.52285714285714,32.28733333333333
2021-06-25,31.54,49.85,997.71,13.93,0.0,Cloudy,2021,6,25,176,25,4,0,1,21.509999999999998,0.11371951458594969,-0.9935128947338007,37.75,32.4,34.4,32.308
2021-06-26,36.93,51.98,997.14,10.1,0.0,Cloudy,2021,6,26,177,25,5,1,1,27.326,0.0966127018812031,-0.9953220513156602,31.54,34.75,34.71142857142858,32.52233333333333
2021-06-27,39.93,73.41,1008.04,10.8,0.0,Sunny,2021,6,27,178,25,6,1,4,34.612,0.07947729992362097,-0.9968366760893436,36.93,31.94,35.85285714285714,32.902
2021-06-28,27.48,68.21,1019.46,26.843750000000004,0.0,Clear,2021,6,28,179,26,0,0,0,21.122,0.062318379354325076,-0.998056320853012,39.93,33.57,34.98285714285714,32.82566666666667
2021-06-29,32.91,60.48,1002.67,7.97,0.0,Cloudy,2021,6,29,180,26,1,0,1,25.005999999999997,0.04514101777397193,-0.9989806246941579,27.48,38.11,34.24,32.782333333333334
2021-06-30,37.37,64.44,993.35,7.82,0.0,Cloudy,2021,6,30,181,26,2,0,1,30.257999999999996,0.02795029824021032,-0.999609314096404,32.91,33.14,34.84428571428571,32.909
2021-07-01,34.93,69.57,1015.19,9.51,0.0,Sunny,2021,7,1,182,26,3,0,4,28.843999999999998,0.01075130776352193,-0.9999422030204416,37.37,37.75,34.44142857142857,33.10666666666666
2021-07-02,36.83,74.39,1012.94,14.62,0.0,Sunny,2021,7,2,183,26,4,0,4,31.708,-0.00645086419810515,-0.9999791929590823,34.93,31.54,35.19714285714286,33.24733333333333
2021-07-03,33.76,79.85,1005.39,4.58,3.3074999999999997,Rainy,2021,7,3,184,26,5,1,3,29.729999999999997,-0.023651127245231586,-0.9997202729664083,36.83,36.93,34.74428571428571,33.21066666666667
2021-07-04,36.02,60.19,1005.68,3.73,3.3074999999999997,Rainy,2021,7,4,185,26,6,1,3,28.058000000000003,-0.04084439154329611,-0.9991655196610109,33.76,39.93,34.18571428571429,33.50233333333333
2021-07-05,35.28,51.04,1005.89,6.93,0.0,Cloudy,2021,7,5,186,27,0,0,1,25.488,-0.05802556932878035,-0.9983150972033183,36.02,27.48,35.3,33.528
2021-07-06,39.56,57.17,1011.73,4.33,0.0,Sunny,2021,7,6,187,27,1,0,4,30.994000000000003,-0.07518957641475855,-0.9971692572470178,35.28,32.91,36.25,33.82
2021-07-07,36.67,65.93,1007.74,7.45,0.0,Cloudy,2021,7,7,188,27,2,0,1,29.856,-0.09233133369539122,-0.9957283388645872,39.56,37.37,36.15,33.879
2021-07-08,36.97,53.48,1014.42,11.31,0.0,Sunny,2021,7,8,189,27,3,0,4,27.665999999999997,-0.10944576864891556,-0.993992768446958,36.67,34.93,36.441428571428574,34.08533333333333
2021-07-09,34.6,55.21,994.68,6.04,0.0,Cloudy,2021,7,9,190,27,4,0,1,25.642000000000003,-0.12652781683868314,-0.9919630595773397,36.97,36.83,36.12285714285714,34.318999999999996
2021-07-10,34.38,68.37,1006.7,4.75,0.0,Cloudy,2021,7,10,191,27,5,1,1,28.054000000000002,-0.1435724234118113,-0.9896398128792412,34.6,33.76,36.21142857142858,34.522
2021-07-11,34.58,64.31,1005.06,9.31,0.0,Cloudy,2021,7,11,192,27,6,1,1,27.442,-0.16057454459499376,-0.9870237158387383,34.38,36.02,36.00571428571429,34.54833333333333
2021-07-12,37.24,63.26,1009.88,13.31,0.0,Sunny,2021,7,12,193,28,0,0,4,29.892000000000003,-0.17752914918703497,-0.984115542601034,34.58,35.28,36.285714285714285,34.63633333333333
2021-07-13,34.64,57.17,1008.58,4.21,0.0,Sunny,2021,7,13,194,28,1,0,4,26.074,-0.19443122004766195,-0.9809161537413774,37.24,39.56,35.582857142857144,34.757666666666665
2021-07-14,36.92,60.85,1016.25,13.05,0.0,Sunny,2021,7,14,195,28,2,0,4,29.090000000000003,-0.2112757555821793,-0.9774264960104055,34.64,36.67,35.61857142857143,34.785999999999994
2021-07-15,42.64,49.91,999.45,13.04,0.0,Cloudy,2021,7,15,196,28,3,0,1,32.622,-0.2280577712215198,-0.9736476020539838,36.92,36.97,36.42857142857143,35.24633333333333
2021-07-16,38.79,70.75,1011.45,13.86,0.0,Sunny,2021,7,16,197,28,4,0,4,32.94,-0.24477230089725957,-0.9695805901076308,42.64,34.6,37.027142857142856,35.404333333333334
2021-07-17,34.95,74.89,1015.11,15.62,0.0,Sunny,2021,7,17,198,28,5,1,4,29.928000000000004,-0.2614143985111562,-0.965226663665613,38.79,34.38,37.10857142857143,35.55266666666667
2021-07-18,39.83,42.66,1022.17,24.31,0.0,Sunny,2021,7,18,199,28,6,1,4,28.362,-0.2779791393987801,-0.9605871111248129,34.95,34.58,37.85857142857143,35.800333333333334
2021-07-19,34.66,55.44,1008.91,7.69,0.0,Sunny,2021,7,19,200,29,0,0,4,25.747999999999998,-0.2944616217868012,-0.9556633054034704,39.83,37.24,37.49,35.79733333333333
2021-07-20,29.43,53.43,1014.53,9.48,0.0,Clear,2021,7,20,201,29,1,0,0,20.116,-0.3108569682435036,-0.9504567035349151,34.66,34.64,36.74571428571429,35.71366666666667
2021-07-21,32.71,59.6,1001.27,7.48,0.0,Cloudy,2021,7,21,202,29,2,0,1,24.630000000000003,-0.3271603271220951,-0.9449688462364056,29.43,36.92,36.144285714285715,35.684999999999995
2021-07-22,29.92,67.22,998.16,9.03,0.0,Cloudy,2021,7,22,203,29,3,0,1,23.364,-0.34336687399638804,-0.939201357453208,32.71,42.64,34.32714285714286,35.412000000000006
2021-07-23,34.75,50.18,1016.86,17.99,0.0,Sunny,2021,7,23,204,29,4,0,4,24.786,-0.3594718130884232,-0.9331559438780432,29.92,38.79,33.75,35.46566666666667
2021-07-24,35.9,54.65,1011.58,4.93,0.0,Sunny,2021,7,24,205,29,5,1,4,26.83,-0.3754703786876202,-0.9268343944460494,34.75,34.95,33.885714285714286,35.403999999999996
2021-07-25,41.17,50.14,1017.9,6.13,0.0,Sunny,2021,7,25,206,29,6,1,4,31.198,-0.3913578365610259,-0.9202385798054075,35.9,39.83,34.07714285714286,35.725
2021-07-26,36.81,65.31,1003.24,16.77,0.0,Cloudy,2021,7,26,207,30,0,0,1,29.872000000000003,-0.4071294853542516,-0.9133704517637858,41.17,34.66,34.38428571428572,35.721
2021-07-27,35.01,65.19,1014.87,14.28,0.0,Sunny,2021,7,27,208,30,1,0,4,28.048,-0.4227806579826773,-0.9062320427107697,36.81,29.43,35.181428571428576,35.557
2021-07-28,38.32,54.96,1013.56,7.66,3.3074999999999997,Rainy,2021,7,28,209,30,2,0,3,29.312,-0.4383067230125192,-0.898825465016444,35.01,32.71,35.98285714285714,35.91833333333333
2021-07-29,28.53,70.8,1015.24,13.26,3.3074999999999997,Thunderstorm,2021,7,29,210,30,3,0,5,22.69,-0.45370308603134424,-0.8911529104063088,38.32,29.92,35.78428571428571,35.772333333333336
2021-07-30,36.31,58.12,1013.21,10.52,0.0,Sunny,2021,7,30,211,30,4,0,4,27.934,-0.46896519100763184,-0.8832166493127127,28.53,34.75,36.00714285714286,35.737
2021-07-31,37.96,59.71,1011.36,17.73,0.0,Sunny,2021,7,31,212,30,5,1,4,29.902,-0.48408852163897587,-0.8750190302029955,36.31,35.9,36.30142857142857,35.838
2021-08-01,30.69,84.25,1002.97,9.33,0.0,Cloudy,2021,8,1,213,30,6,1,1,27.540000000000003,-0.4990686026885319,-0.8665624788845385,37.96,41.17,34.80428571428571,35.63333333333333
2021-08-02,39.01,75.1,1019.28,14.32,0.0,Cloudy,2021,8,2,214,31,0,0,1,34.029999999999994,-0.5139010013093103,-0.8578494977869301,30.69,36.81,35.11857142857143,35.80833333333333
2021-08-03,36.36,50.55,1007.88,26.843750000000004,0.0,Cloudy,2021,8,3,215,31,1,0,1,26.47,-0.5285813283559292,-0.8488826652214553,39.01,35.01,35.31142857142857,35.81966666666667
2021-08-04,33.87,73.59,1014.95,11.81,0.0,Sunny,2021,8,4,216,31,2,0,4,28.587999999999997,-0.5431052396834317,-0.8396646346181327,36.36,38.32,34.675714285714285,35.77266666666666
2021-08-05,37.14,71.12,1002.05,9.23,3.3074999999999997,Rainy,2021,8,5,217,31,3,0,3,31.364,-0.5574684374327892,-0.8301981337405212,33.87,28.53,35.90571428571429,35.692
2021-08-06,42.3,47.91,1003.58,12.49,0.0,Cloudy,2021,8,6,218,31,4,0,1,31.881999999999998,-0.5716666713027052,-0.8204859638785327,37.14,36.31,36.76142857142857,35.879666666666665
2021-08-07,35.52,72.32,1020.28,7.66,3.3074999999999997,Rainy,2021,8,7,219,31,5,1,3,29.984,-0.5856957398073508,-0.8105309990194823,42.3,37.96,36.41285714285714,35.83133333333333
2021-08-08,35.64,79.43,1009.57,26.43,2.37,Rainy,2021,8,8,220,31,6,1,3,31.526000000000003,-0.5995514915196489,-0.8003361849976323,35.52,30.69,37.120000000000005,35.866
2021-08-09,33.28,54.48,1020.73,9.79,0.0,Sunny,2021,8,9,221,32,0,0,4,24.176000000000002,-0.6132298262997502,-0.7899045386224707,35.64,39.01,36.30142857142857,35.82933333333334
2021-08-10,31.93,57.47,1011.74,7.98,0.0,Sunny,2021,8,10,222,32,1,0,4,23.424,-0.6267266965083301,-0.7792391467859886,33.28,36.36,35.66857142857143,35.741
2021-08-11,37.2,73.14,1000.37,6.2,0.95,Rainy,2021,8,11,223,32,2,0,3,31.828000000000003,-0.6400381082043503,-0.7683431655492202,31.93,33.87,36.144285714285715,35.73966666666666
2021-08-12,31.69,69.53,1017.6,14.79,0.0,Sunny,2021,8,12,224,32,3,0,4,25.596000000000004,-0.65316012232693,-0.7572198192083127,37.2,37.14,35.36571428571428,35.641333333333336
2021-08-13,34.55,70.33,1008.28,13.33,3.3074999999999997,Rainy,2021,8,13,225,32,4,0,3,28.615999999999996,-0.666088855860977,-0.7458723993404063,31.69,42.3,34.25857142857143,35.56233333333333
2021-08-14,32.68,69.53,1016.29,7.22,0.0,Sunny,2021,8,14,226,32,5,1,4,26.586,-0.6788204829862355,-0.734304263829602,34.55,35.52,33.85285714285715,35.230333333333334
2021-08-15,35.62,67.97,1011.81,11.7,3.3074999999999997,Rainy,2021,8,15,227,32,6,1,3,29.214,-0.6913512362094071,-0.722518835873311,32.68,35.64,33.85,35.12466666666667
2021-08-16,35.03,51.21,1002.49,4.58,0.0,Cloudy,2021,8,16,228,33,0,0,1,25.272000000000002,-0.7036774074790128,-0.7105196029692745,35.62,33.28,34.1,35.12733333333333
2021-08-17,37.15,73.47,1012.41,9.81,0.0,Sunny,2021,8,17,229,33,1,0,4,31.843999999999998,-0.7157953492826642,-0.6983101158835584,35.03,31.93,34.84571428571429,35.038000000000004
2021-08-18,32.07,78.25,1025.37,11.06,0.0,Cloudy,2021,8,18,230,33,2,0,1,27.72,-0.7277014757264236,-0.6858939875998223,37.15,37.2,34.112857142857145,34.95166666666667
2021-08-19,32.71,63.81,1015.05,19.46,3.3074999999999997,Rainy,2021,8,19,231,33,3,0,3,25.472,-0.7393922635959241,-0.673274892250183,32.07,31.69,34.25857142857143,35.061
2021-08-20,30.3,67.36,1012.11,6.38,0.0,Sunny,2021,8,20,232,33,4,0,4,23.772,-0.7508642533989489,-0.6604565640279754,32.71,34.55,33.651428571428575,34.98066666666667
2021-08-21,31.87,51.38,1018.67,5.08,0.0,Sunny,2021,8,21,233,33,5,1,4,22.146,-0.7621140503891487,-0.6474427960827475,30.3,32.68,33.535714285714285,35.04566666666667
2021-08-22,34.35,70.1,1013.11,6.03,0.0,Sunny,2021,8,22,234,33,6,1,4,28.37,-0.7731383255706026,-0.6342374393978054,31.87,35.62,33.354285714285716,35.032333333333334
2021-08-23,35.42,69.93,1012.94,4.95,0.0,Sunny,2021,8,23,235,34,0,0,4,29.406000000000002,-0.7839338166829201,-0.620844401650647,34.35,35.03,33.410000000000004,35.016333333333336
2021-08-24,29.9,67.45,1005.97,16.47,0.0,Cloudy,2021,8,24,236,34,1,0,1,23.39,-0.7944973291665992,-0.6072676460566135,35.42,37.15,32.37428571428571,34.64066666666667
2021-08-25,35.48,75.41,1013.08,18.12,0.0,Cloudy,2021,8,25,237,34,2,0,1,30.561999999999998,-0.8048257371083452,-0.593511190196115,29.9,32.07,32.861428571428576,34.596333333333334
2021-08-26,36.88,59.84,1017.68,10.42,0.0,Sunny,2021,8,26,238,34,3,0,4,28.848000000000003,-0.8149159841660791,-0.5795791048257612,35.48,32.71,33.45714285714286,34.65866666666667
2021-08-27,33.7,71.06,1006.93,15.64,0.0,Cloudy,2021,8,27,239,34,4,0,1,27.912000000000003,-0.8247650844733614,-0.5654755126737576,36.88,30.3,33.94285714285714,34.50466666666667
2021-08-28,38.22,52.05,1019.81,9.59,3.3074999999999997,Rainy,2021,8,28,240,34,5,1,3,28.63,-0.8343701235229538,-0.5512045872199277,33.7,31.87,34.85,34.827666666666666
2021-08-29,29.57,68.07,1012.01,8.65,0.0,Clear,2021,8,29,241,34,6,1,0,23.183999999999997,-0.8437282590292712,-0.5367705514607103,38.22,34.35,34.167142857142856,34.602999999999994
2021-08-30,27.9,67.73,1007.49,7.77,0.0,Cloudy,2021,8,30,242,35,0,0,1,21.445999999999998,-0.8528367217694595,-0.522177676659508,29.57,35.42,33.09285714285714,34.26766666666666
2021-08-31,26.01,73.05,1019.08,7.85,0.0,Clear,2021,8,31,243,35,1,0,0,20.62,-0.8616928164028522,-0.5074302810827518,27.9,29.9,32.53714285714286,34.111666666666665
2021-09-01,36.32,59.88,1009.83,4.5,0.0,Sunny,2021,9,1,244,35,2,0,4,28.296,-0.8702939222685674,-0.49253272872205434,26.01,35.48,32.65714285714286,34.022
2021-09-02,33.45,64.27,1016.54,10.16,0.0,Sunny,2021,9,2,245,35,3,0,4,26.304000000000002,-0.8786374941610001,-0.4774894280028391,36.32,36.88,32.167142857142856,33.925
2021-09-03,30.99,75.57,1010.6,8.86,3.3074999999999997,Thunderstorm,2021,9,3,246,35,4,0,5,26.104,-0.886721063082993,-0.46230483047981086,33.45,33.7,31.78,33.829
2021-09-04,31.88,62.32,1011.86,12.62,0.0,Sunny,2021,9,4,247,35,5,1,4,24.344,-0.8945422369764496,-0.4469834295196741,30.99,38.22,30.874285714285715,33.653666666666666
2021-09-05,27.2,53.89,1015.88,9.41,0.0,Clear,2021,9,5,248,35,6,1,0,17.978,-0.9020987014301837,-0.43152975897147144,31.88,29.57,30.53571428571429,33.150333333333336
2021-09-06,38.44,79.59,1012.98,8.39,2.2,Rainy,2021,9,6,249,36,0,0,3,34.358,-0.9093882203647925,-0.4159483918249421,27.2,27.9,32.041428571428575,33.24766666666667
2021-09-07,30.84,81.23,1000.4,6.1,3.3074999999999997,Rainy,2021,9,7,250,36,1,0,3,27.086000000000002,-0.9164086366943458,-0.4002439388573056,38.44,26.01,32.731428571428566,33.087666666666664
2021-09-08,30.58,54.67,1005.69,9.32,1.85,Rainy,2021,9,8,251,36,2,0,3,21.514,-0.9231578729647039,-0.38442104726885545,30.84,36.32,31.91142857142857,32.99766666666667
2021-09-09,32.36,73.25,1017.72,12.58,0.0,Sunny,2021,9,9,252,36,3,0,4,27.009999999999998,-0.9296339319682695,-0.3684843993077793,30.58,33.45,31.755714285714287,33.012
2021-09-10,31.37,62.01,1011.5,5.4,0.0,Sunny,2021,9,10,253,36,4,0,4,23.772,-0.9358348973349941,-0.35243871088460327,32.36,30.99,31.81,32.81766666666667
2021-09-11,30.35,70.39,1009.31,9.39,3.3074999999999997,Rainy,2021,9,11,254,36,5,1,3,24.428,-0.9417589340994617,-0.33628873017668287,31.37,31.88,31.591428571428573,32.773
2021-09-12,26.9,73.11,1004.81,10.02,3.3074999999999997,Thunderstorm,2021,9,12,255,36,6,1,5,21.522,-0.9474042892438845,-0.32003923622313857,30.35,27.2,31.548571428571424,32.518
2021-09-13,30.73,65.14,1005.91,6.53,0.0,Cloudy,2021,9,13,256,37,0,0,1,23.758000000000003,-0.9527692922168511,-0.30369503751065885,26.9,38.44,30.447142857142858,32.453
2021-09-14,35.04,56.63,999.61,6.93,0.0,Cloudy,2021,9,14,257,37,1,0,1,26.366,-0.9578523554276669,-0.28726097055059635,30.73,30.84,31.04714285714286,32.43366666666667
2021-09-15,33.11,58.92,1011.43,10.01,0.0,Sunny,2021,9,15,258,37,2,0,4,24.894,-0.9626519747161487,-0.2707418984477642,35.04,30.58,31.40857142857143,32.36966666666667
2021-09-16,33.69,56.26,1008.36,5.42,3.3074999999999997,Rainy,2021,9,16,259,37,3,0,3,24.941999999999997,-0.9671667297977312,-0.2541427094613622,33.11,32.36,31.59857142857143,32.254333333333335
2021-09-17,26.75,61.96,1007.19,10.56,0.0,Cloudy,2021,9,17,260,37,4,0,1,19.142,-0.97139528468375,-0.23746831555846842,33.69,31.37,30.93857142857143,32.077000000000005
2021-09-18,25.0,70.83,1012.84,6.03,0.0,Clear,2021,9,18,261,37,5,1,0,19.166,-0.9753363880767837,-0.2207236509605022,26.75,30.35,30.17428571428571,31.82
2021-09-19,27.55,62.56,1015.05,14.56,0.0,Clear,2021,9,19,262,37,6,1,0,20.062,-0.9789888737409319,-0.20391367068311472,25.0,26.9,30.267142857142858,31.728333333333335
2021-09-20,27.91,76.28,1025.37,25.84,0.0,Cloudy,2021,9,20,263,38,0,0,1,23.166,-0.9823516608469237,-0.18704334906991657,27.55,30.73,29.86428571428571,31.596333333333334
2021-09-21,31.01,82.17,1003.28,6.13,3.3074999999999997,Rainy,2021,9,21,264,38,1,0,3,27.444000000000003,-0.9854237542919524,-0.17011767832049052,27.91,35.04,29.28857142857143,31.485000000000003
2021-09-22,21.87,67.89,1020.68,11.48,0.0,Clear,2021,9,22,265,38,2,0,0,15.448,-0.9882042449941422,-0.15314166701312007,31.01,33.11,27.68285714285715,31.033333333333335
2021-09-23,31.96,69.02,1018.04,6.51,3.3074999999999997,Rainy,2021,9,23,266,38,3,0,3,25.764,-0.9906923101615609,-0.13612033862266704,21.87,33.69,27.435714285714287,31.101999999999997
2021-09-24,26.33,75.57,1008.38,14.42,0.0,Cloudy,2021,9,24,267,38,4,0,1,21.443999999999996,-0.9928872135356962,-0.11905873003404988,31.96,26.75,27.375714285714288,30.797
2021-09-25,25.25,76.05,1014.43,5.11,0.0,Cloudy,2021,9,25,268,38,5,1,1,20.46,-0.994788305609327,-0.10196189005174576,26.33,25.0,27.41142857142857,30.409333333333333
2021-09-26,23.14,73.56,1010.78,11.2,0.0,Clear,2021,9,26,269,38,6,1,0,17.852,-0.9963950238187231,-0.08483487790576538,25.25,27.55,26.78142857142857,30.057333333333336
2021-09-27,20.86,81.82,1014.99,6.09,3.3074999999999997,Rainy,2021,9,27,270,39,0,0,3,17.223999999999997,-0.9977068927101168,-0.06768276175455162,23.14,27.91,25.774285714285718,29.478666666666665
2021-09-28,28.56,73.83,1021.77,8.22,0.0,Clear,2021,9,28,271,39,1,0,0,23.326,-0.9987235240803972,-0.050510617185222886,20.86,31.01,25.424285714285713,29.444999999999997
2021-09-29,25.93,58.47,1016.74,5.67,0.0,Clear,2021,9,29,272,39,2,0,0,17.624,-0.9994446170919858,-0.033323525711631344,28.56,21.87,26.004285714285714,29.37933333333333
2021-09-30,21.33,82.76,1016.85,13.07,0.0,Cloudy,2021,9,30,273,39,3,0,1,17.881999999999998,-0.9998699583618592,-0.016126573270657762,25.93,31.96,24.485714285714288,29.223333333333333
2021-10-01,21.08,83.12,1011.26,6.19,3.3074999999999997,Rainy,2021,10,1,274,39,4,0,3,17.704,-0.9999994220246925,0.001075151282798226,21.33,26.33,23.735714285714284,28.715333333333334
2021-10-02,23.91,64.63,1004.51,11.57,3.07,Rainy,2021,10,2,275,39,5,1,3,16.836,-0.999832969770105,0.018276557681691223,21.08,25.25,23.544285714285714,28.397333333333332
2021-10-03,30.09,68.32,1011.24,7.73,0.0,Sunny,2021,10,3,276,39,6,1,4,23.753999999999998,-0.9993706508539969,0.03547255575312556,23.91,23.14,24.537142857142857,28.36733333333333
2021-10-04,23.69,79.25,1020.69,8.57,0.0,Cloudy,2021,10,4,277,40,0,0,1,19.54,-0.9986126020839734,0.052658056924614005,30.09,20.86,24.941428571428567,28.09433333333333
2021-10-05,19.47,73.28,1004.92,9.65,1.82,Rainy,2021,10,5,278,40,1,0,3,14.126,-0.9975590477788613,0.06982797572987089,23.69,28.56,23.642857142857142,27.836666666666662
2021-10-06,23.25,83.45,1007.18,6.41,0.0,Cloudy,2021,10,6,279,40,2,0,1,19.94,-0.9962102997023297,0.0869772313136861,19.47,25.93,23.259999999999998,27.330333333333332
2021-10-07,22.93,96.59,1014.32,9.92,0.0,Cloudy,2021,10,7,280,40,3,0,1,22.248,-0.9945667569706337,0.1041007489354256,23.25,21.33,23.488571428571426,27.066666666666666
